algorithm,caseId,family,method,status,objectiveKind,objectivePrimary,objectiveSecondary,verification,totalSec,B,b,numAP,positiveTraceCount,negativeTraceCount,finalFormulaSize,binaryNodeCount,unaryNodeCount,unaryDepth,dagNodeCount,hasSharing,positiveTracePassed,negativeTracePassed,constraintAutomatonPassed,identityConstraintsPassed,vars,backendTotalClauses,peakRssKb,error
Oracle,tiny_01849,nnf,oracle,SAT,MIN_EXPANDED_SIZE,0,3,REFERENCE_EXHAUSTIVE,0.21423563200005447,4,0,1,1,1,,,,,,,,,,,,,46004,
ATLAS-B,tiny_01849,nnf,atlas-b,SAT,MIN_EXPANDED_SIZE,0,3,PASSED,0.8652908419999221,4,0,1,1,1,3,0,2,2,3,False,True,True,True,True,10719,33785,111204,
MacroATLAS,tiny_01849,nnf,macro,SAT,MIN_EXPANDED_SIZE,0,3,PASSED,1.0155561790002139,4,0,1,1,1,3,0,2,2,3,False,True,True,True,True,9155,21190,136008,
Oracle,tiny_01850,cnf,oracle,SAT,MIN_EXPANDED_SIZE,0,1,REFERENCE_EXHAUSTIVE,0.21411719000025187,2,0,1,1,1,,,,,,,,,,,,,44656,
ATLAS-B,tiny_01850,cnf,atlas-b,SAT,MIN_EXPANDED_SIZE,0,1,PASSED,0.764846088000013,2,0,1,1,1,1,0,0,0,1,False,True,True,True,True,7392,23800,104664,
MacroATLAS,tiny_01850,cnf,macro,SAT,MIN_EXPANDED_SIZE,0,1,PASSED,0.8148095739998098,2,0,1,1,1,1,0,0,0,1,False,True,True,True,True,888,1673,108768,
Oracle,tiny_01851,dnf,oracle,SAT,MIN_EXPANDED_SIZE,0,1,REFERENCE_EXHAUSTIVE,0.21410108999998556,2,0,1,1,1,,,,,,,,,,,,,45572,
ATLAS-B,tiny_01851,dnf,atlas-b,SAT,MIN_EXPANDED_SIZE,0,1,PASSED,0.7651305539998248,2,0,1,1,1,1,0,0,0,1,False,True,True,True,True,7391,23796,104304,
MacroATLAS,tiny_01851,dnf,macro,SAT,MIN_EXPANDED_SIZE,0,1,PASSED,0.7650632319996475,2,0,1,1,1,1,0,0,0,1,False,True,True,True,True,888,1673,109844,
Oracle,tiny_01852,required,oracle,SAT,MIN_EXPANDED_SIZE,0,3,REFERENCE_EXHAUSTIVE,0.21408430000019507,4,0,1,1,1,,,,,,,,,,,,,46384,
ATLAS-B,tiny_01852,required,atlas-b,SAT,MIN_EXPANDED_SIZE,0,3,PASSED,0.9152525579997928,4,0,1,1,1,3,0,2,2,3,False,True,True,True,True,18781,62217,128972,
MacroATLAS,tiny_01852,required,macro,SAT,MIN_EXPANDED_SIZE,0,3,PASSED,0.9654979910001202,4,0,1,1,1,3,0,2,2,3,False,True,True,True,True,6404,12847,133076,
Oracle,tiny_01853,no_dag_reuse,oracle,SAT,MIN_EXPANDED_SIZE,0,3,REFERENCE_EXHAUSTIVE,0.21405081900002187,4,0,1,1,1,,,,,,,,,,,,,46136,
ATLAS-B,tiny_01853,no_dag_reuse,atlas-b,SAT,MIN_EXPANDED_SIZE,0,3,PASSED,0.9152990889997454,4,0,1,1,1,3,0,2,2,3,False,True,True,True,True,10760,33841,111728,
MacroATLAS,tiny_01853,no_dag_reuse,macro,SAT,MIN_EXPANDED_SIZE,0,3,PASSED,0.9652963759999693,4,0,1,1,1,3,0,2,2,3,False,True,True,True,True,5819,11982,129716,
Oracle,tiny_01854,global_prop,oracle,SAT,MIN_EXPANDED_SIZE,0,2,REFERENCE_EXHAUSTIVE,0.21399189700014176,3,0,1,1,1,,,,,,,,,,,,,44916,
ATLAS-B,tiny_01854,global_prop,atlas-b,SAT,MIN_EXPANDED_SIZE,0,2,PASSED,0.7647815560003437,3,0,1,1,1,2,0,1,1,2,False,True,True,True,True,2983,8081,103640,
MacroATLAS,tiny_01854,global_prop,macro,SAT,MIN_EXPANDED_SIZE,0,2,PASSED,0.8149241659998552,3,0,1,1,1,2,0,1,1,2,False,True,True,True,True,2405,5126,111284,
Oracle,tiny_01855,repair,oracle,UNSAT,REPAIR,0,0,REFERENCE_EXHAUSTIVE,0.21466988300016965,2,0,1,2,1,,,,,,,,,,,,,45176,
ATLAS-B,tiny_01855,repair,atlas-b,UNSAT,REPAIR,0,0,NOT_APPLICABLE_UNSAT,0.9651026129999991,2,0,1,2,1,,,,,,,,,,,9147,28989,124656,
MacroATLAS,tiny_01855,repair,macro,UNSAT,REPAIR,0,0,NOT_APPLICABLE_UNSAT,0.9151158729996496,2,0,1,2,1,,0,,,,,,,,,1378,2362,122716,
Oracle,tiny_01856,plain,oracle,UNSAT,MIN_EXPANDED_SIZE,0,0,REFERENCE_EXHAUSTIVE,0.16410620299984657,2,0,1,2,1,,,,,,,,,,,,,44444,
ATLAS-B,tiny_01856,plain,atlas-b,UNSAT,MIN_EXPANDED_SIZE,0,0,NOT_APPLICABLE_UNSAT,0.7150084529998821,2,0,1,2,1,,,,,,,,,,,4229,12336,95364,
MacroATLAS,tiny_01856,plain,macro,UNSAT,MIN_EXPANDED_SIZE,0,0,NOT_APPLICABLE_UNSAT,0.6148358049999842,2,0,1,2,1,,0,,,,,,,,,1211,2265,90336,
Oracle,tiny_01857,nnf,oracle,UNSAT,MIN_EXPANDED_SIZE,0,0,REFERENCE_EXHAUSTIVE,0.21407277899970723,2,0,1,2,1,,,,,,,,,,,,,44504,
ATLAS-B,tiny_01857,nnf,atlas-b,UNSAT,MIN_EXPANDED_SIZE,0,0,NOT_APPLICABLE_UNSAT,0.7148473900001591,2,0,1,2,1,,,,,,,,,,,8117,25614,97436,
MacroATLAS,tiny_01857,nnf,macro,UNSAT,MIN_EXPANDED_SIZE,0,0,NOT_APPLICABLE_UNSAT,0.7647228740001992,2,0,1,2,1,,0,,,,,,,,,2468,5103,105028,
Oracle,tiny_01858,cnf,oracle,SAT,MIN_EXPANDED_SIZE,0,2,REFERENCE_EXHAUSTIVE,0.2141339100003279,3,0,1,1,1,,,,,,,,,,,,,44992,
ATLAS-B,tiny_01858,cnf,atlas-b,SAT,MIN_EXPANDED_SIZE,0,2,PASSED,0.7650325710001198,3,0,1,1,1,2,0,1,1,2,False,True,True,True,True,2975,8129,98084,
MacroATLAS,tiny_01858,cnf,macro,SAT,MIN_EXPANDED_SIZE,0,2,PASSED,0.815385611000238,3,0,1,1,1,2,0,1,1,2,False,True,True,True,True,3025,6690,111012,
Oracle,tiny_01859,dnf,oracle,SAT,MIN_EXPANDED_SIZE,0,2,REFERENCE_EXHAUSTIVE,0.21405101900018053,3,0,1,1,1,,,,,,,,,,,,,45264,
ATLAS-B,tiny_01859,dnf,atlas-b,SAT,MIN_EXPANDED_SIZE,0,2,PASSED,0.865118190999965,3,0,1,1,1,2,0,1,1,2,False,True,True,True,True,10103,32440,106284,
MacroATLAS,tiny_01859,dnf,macro,SAT,MIN_EXPANDED_SIZE,0,2,PASSED,0.8653091440000935,3,0,1,1,1,2,0,1,1,2,False,True,True,True,True,3025,6690,119408,
Oracle,tiny_01860,required,oracle,UNSAT,MIN_EXPANDED_SIZE,0,0,REFERENCE_EXHAUSTIVE,0.21408355999983542,2,0,1,2,1,,,,,,,,,,,,,44844,
ATLAS-B,tiny_01860,required,atlas-b,UNSAT,MIN_EXPANDED_SIZE,0,0,NOT_APPLICABLE_UNSAT,0.8150983100003941,2,0,1,2,1,,,,,,,,,,,10879,35290,110360,
MacroATLAS,tiny_01860,required,macro,UNSAT,MIN_EXPANDED_SIZE,0,0,NOT_APPLICABLE_UNSAT,0.6647463980002613,2,0,1,2,1,,0,,,,,,,,,1211,2265,85840,
Oracle,tiny_01861,no_dag_reuse,oracle,UNSAT,MIN_EXPANDED_SIZE,0,0,REFERENCE_EXHAUSTIVE,0.2141335600003913,2,0,1,2,1,,,,,,,,,,,,,44420,
ATLAS-B,tiny_01861,no_dag_reuse,atlas-b,UNSAT,MIN_EXPANDED_SIZE,0,0,NOT_APPLICABLE_UNSAT,0.8150132370001302,2,0,1,2,1,,,,,,,,,,,8131,25636,105336,
MacroATLAS,tiny_01861,no_dag_reuse,macro,UNSAT,MIN_EXPANDED_SIZE,0,0,NOT_APPLICABLE_UNSAT,0.6647868759996527,2,0,1,2,1,,0,,,,,,,,,1321,2432,90724,
Oracle,tiny_01862,global_prop,oracle,SAT,MIN_EXPANDED_SIZE,0,3,REFERENCE_EXHAUSTIVE,0.21417278099988835,4,0,1,1,1,,,,,,,,,,,,,46248,
ATLAS-B,tiny_01862,global_prop,atlas-b,SAT,MIN_EXPANDED_SIZE,0,3,PASSED,0.8649857469999915,4,0,1,1,1,3,0,2,2,3,False,True,True,True,True,10770,33779,108712,
MacroATLAS,tiny_01862,global_prop,macro,SAT,MIN_EXPANDED_SIZE,0,3,PASSED,0.8151028510001197,4,0,1,1,1,3,0,2,2,3,False,True,True,True,True,2920,6505,105708,
Oracle,tiny_01863,repair,oracle,SAT,REPAIR,1,2,REFERENCE_EXHAUSTIVE,0.21424262300024566,3,0,1,1,1,,,,,,,,,,,,,45656,
ATLAS-B,tiny_01863,repair,atlas-b,SAT,REPAIR,1,2,PASSED,0.8156055129998094,3,0,1,1,1,2,0,1,1,2,False,True,True,True,True,8992,28009,105712,
MacroATLAS,tiny_01863,repair,macro,SAT,REPAIR,1,2,PASSED,0.7147318039997117,3,0,1,1,1,2,0,1,1,2,False,True,True,True,True,2316,4422,98220,
Oracle,tiny_01864,plain,oracle,SAT,MIN_EXPANDED_SIZE,0,1,REFERENCE_EXHAUSTIVE,0.16389821799975834,2,0,1,1,1,,,,,,,,,,,,,44588,
ATLAS-B,tiny_01864,plain,atlas-b,SAT,MIN_EXPANDED_SIZE,0,1,PASSED,0.814966987000389,2,0,1,1,1,1,0,0,0,1,False,True,True,True,True,7370,23769,104380,
MacroATLAS,tiny_01864,plain,macro,SAT,MIN_EXPANDED_SIZE,0,1,PASSED,0.6150698390001708,2,0,1,1,1,1,0,0,0,1,False,True,True,True,True,320,523,85224,
Oracle,tiny_01865,nnf,oracle,SAT,MIN_EXPANDED_SIZE,0,1,REFERENCE_EXHAUSTIVE,0.21412606000012602,2,0,1,1,1,,,,,,,,,,,,,45068,
ATLAS-B,tiny_01865,nnf,atlas-b,SAT,MIN_EXPANDED_SIZE,0,1,PASSED,0.8148646660001759,2,0,1,1,1,1,0,0,0,1,False,True,True,True,True,5531,17319,104704,
MacroATLAS,tiny_01865,nnf,macro,SAT,MIN_EXPANDED_SIZE,0,1,PASSED,0.7150185109999256,2,0,1,1,1,1,0,0,0,1,False,True,True,True,True,667,1204,102312,
Oracle,tiny_01866,cnf,oracle,SAT,MIN_EXPANDED_SIZE,0,3,REFERENCE_EXHAUSTIVE,0.21416640000006737,3,1,2,1,2,,,,,,,,,,,,,46952,
ATLAS-B,tiny_01866,cnf,atlas-b,SAT,MIN_EXPANDED_SIZE,0,3,PASSED,0.9153082039997571,3,1,2,1,2,3,1,0,0,3,False,True,True,True,True,16538,53812,128816,
MacroATLAS,tiny_01866,cnf,macro,SAT,MIN_EXPANDED_SIZE,0,3,PASSED,0.9155063490002249,3,1,2,1,2,3,1,0,0,3,False,True,True,True,True,5286,12159,126384,
Oracle,tiny_01867,dnf,oracle,SAT,MIN_EXPANDED_SIZE,0,3,REFERENCE_EXHAUSTIVE,0.21418458200014356,3,1,2,1,2,,,,,,,,,,,,,46700,
ATLAS-B,tiny_01867,dnf,atlas-b,SAT,MIN_EXPANDED_SIZE,0,3,PASSED,0.8651761510000142,3,1,2,1,2,3,1,0,0,3,False,True,True,True,True,12739,40584,113976,
MacroATLAS,tiny_01867,dnf,macro,SAT,MIN_EXPANDED_SIZE,0,3,PASSED,0.9152186709998205,3,1,2,1,2,3,1,0,0,3,False,True,True,True,True,5286,12159,122632,
Oracle,tiny_01868,required,oracle,SAT,MIN_EXPANDED_SIZE,0,1,REFERENCE_EXHAUSTIVE,0.16403635899996516,2,0,1,1,1,,,,,,,,,,,,,44664,
ATLAS-B,tiny_01868,required,atlas-b,SAT,MIN_EXPANDED_SIZE,0,1,PASSED,0.8150344399996357,2,0,1,1,1,1,0,0,0,1,False,True,True,True,True,5526,17315,105032,
MacroATLAS,tiny_01868,required,macro,SAT,MIN_EXPANDED_SIZE,0,1,PASSED,0.5646002739999858,2,0,1,1,1,1,0,0,0,1,False,True,True,True,True,320,523,87892,
Oracle,tiny_01869,no_dag_reuse,oracle,SAT,MIN_EXPANDED_SIZE,0,1,REFERENCE_EXHAUSTIVE,0.21412281999982952,2,0,1,1,1,,,,,,,,,,,,,44636,
ATLAS-B,tiny_01869,no_dag_reuse,atlas-b,SAT,MIN_EXPANDED_SIZE,0,1,PASSED,0.7148725570000352,2,0,1,1,1,1,0,0,0,1,False,True,True,True,True,1324,3239,92556,
MacroATLAS,tiny_01869,no_dag_reuse,macro,SAT,MIN_EXPANDED_SIZE,0,1,PASSED,0.7148847869998463,2,0,1,1,1,1,0,0,0,1,False,True,True,True,True,1321,2432,94484,
Oracle,tiny_01870,global_prop,oracle,SAT,MIN_EXPANDED_SIZE,0,4,REFERENCE_EXHAUSTIVE,0.364280620000045,4,1,2,1,2,,,,,,,,,,,,,75468,
ATLAS-B,tiny_01870,global_prop,atlas-b,SAT,MIN_EXPANDED_SIZE,0,4,PASSED,1.0152893320000658,4,1,2,1,2,4,1,1,1,4,False,True,True,True,True,22168,72023,137996,
MacroATLAS,tiny_01870,global_prop,macro,SAT,MIN_EXPANDED_SIZE,0,4,PASSED,0.9149671350000972,4,1,2,1,2,4,1,1,1,4,False,True,True,True,True,6887,16121,125644,
Oracle,tiny_01871,repair,oracle,SAT,REPAIR,0,3,REFERENCE_EXHAUSTIVE,0.21409646899974177,4,0,1,1,1,,,,,,,,,,,,,47488,
ATLAS-B,tiny_01871,repair,atlas-b,SAT,REPAIR,0,3,PASSED,1.165488381999694,4,0,1,1,1,3,0,2,2,3,False,True,True,True,True,12242,38127,131920,
MacroATLAS,tiny_01871,repair,macro,SAT,REPAIR,0,3,PASSED,1.0653370710001582,4,0,1,1,1,3,0,2,2,3,False,True,True,True,True,3916,7936,127908,
Oracle,tiny_01872,plain,oracle,SAT,MIN_EXPANDED_SIZE,0,2,REFERENCE_EXHAUSTIVE,0.214154210000288,3,0,1,1,1,,,,,,,,,,,,,44836,
ATLAS-B,tiny_01872,plain,atlas-b,SAT,MIN_EXPANDED_SIZE,0,2,PASSED,0.8149989089997689,3,0,1,1,1,2,0,1,1,2,False,True,True,True,True,5846,17757,102324,
MacroATLAS,tiny_01872,plain,macro,SAT,MIN_EXPANDED_SIZE,0,2,PASSED,0.7648095749996173,3,0,1,1,1,2,0,1,1,2,False,True,True,True,True,1214,2267,93848,
Oracle,tiny_01873,nnf,oracle,SAT,MIN_EXPANDED_SIZE,0,2,REFERENCE_EXHAUSTIVE,0.21402989699981845,3,0,1,1,1,,,,,,,,,,,,,44996,
ATLAS-B,tiny_01873,nnf,atlas-b,SAT,MIN_EXPANDED_SIZE,0,2,PASSED,0.7147920049997083,3,0,1,1,1,2,0,1,1,2,False,True,True,True,True,2949,8090,102592,
MacroATLAS,tiny_01873,nnf,macro,SAT,MIN_EXPANDED_SIZE,0,2,PASSED,0.7648291550003705,3,0,1,1,1,2,0,1,1,2,False,True,True,True,True,2284,4809,110108,
Oracle,tiny_01874,cnf,oracle,SAT,MIN_EXPANDED_SIZE,0,3,REFERENCE_EXHAUSTIVE,0.21406862800040471,3,1,2,2,1,,,,,,,,,,,,,46624,
ATLAS-B,tiny_01874,cnf,atlas-b,SAT,MIN_EXPANDED_SIZE,0,3,PASSED,0.9652037999999266,3,1,2,2,1,3,1,0,0,3,False,True,True,True,True,12740,40587,113388,
MacroATLAS,tiny_01874,cnf,macro,SAT,MIN_EXPANDED_SIZE,0,3,PASSED,0.8649882360000447,3,1,2,2,1,3,1,0,0,3,False,True,True,True,True,5286,12159,124156,
Oracle,tiny_01875,dnf,oracle,SAT,MIN_EXPANDED_SIZE,0,3,REFERENCE_EXHAUSTIVE,0.21411358000023029,3,1,2,2,1,,,,,,,,,,,,,47228,
ATLAS-B,tiny_01875,dnf,atlas-b,SAT,MIN_EXPANDED_SIZE,0,3,PASSED,0.9152014109999982,3,1,2,2,1,3,1,0,0,3,False,True,True,True,True,16539,53823,128340,
MacroATLAS,tiny_01875,dnf,macro,SAT,MIN_EXPANDED_SIZE,0,3,PASSED,0.9151379589998214,3,1,2,2,1,3,1,0,0,3,False,True,True,True,True,5286,12159,129364,
Oracle,tiny_01876,required,oracle,SAT,MIN_EXPANDED_SIZE,0,2,REFERENCE_EXHAUSTIVE,0.1639520270000503,3,0,1,1,1,,,,,,,,,,,,,44992,
ATLAS-B,tiny_01876,required,atlas-b,SAT,MIN_EXPANDED_SIZE,0,2,PASSED,0.76498914900003,3,0,1,1,1,2,0,1,1,2,False,True,True,True,True,4324,12627,97132,
MacroATLAS,tiny_01876,required,macro,SAT,MIN_EXPANDED_SIZE,0,2,PASSED,0.6648247969997101,3,0,1,1,1,2,0,1,1,2,False,True,True,True,True,1214,2267,92728,
Oracle,tiny_01877,no_dag_reuse,oracle,SAT,MIN_EXPANDED_SIZE,0,2,REFERENCE_EXHAUSTIVE,0.21407184800000323,3,0,1,1,1,,,,,,,,,,,,,44820,
ATLAS-B,tiny_01877,no_dag_reuse,atlas-b,SAT,MIN_EXPANDED_SIZE,0,2,PASSED,0.7649063569997452,3,0,1,1,1,2,0,1,1,2,False,True,True,True,True,5879,17808,97844,
MacroATLAS,tiny_01877,no_dag_reuse,macro,SAT,MIN_EXPANDED_SIZE,0,2,PASSED,0.7148179370001344,3,0,1,1,1,2,0,1,1,2,False,True,True,True,True,1420,2690,93616,
Oracle,tiny_01878,global_prop,oracle,SAT,MIN_EXPANDED_SIZE,0,4,REFERENCE_EXHAUSTIVE,0.31425209100007123,4,1,2,2,1,,,,,,,,,,,,,73980,
ATLAS-B,tiny_01878,global_prop,atlas-b,SAT,MIN_EXPANDED_SIZE,0,4,PASSED,0.9152568629997404,4,1,2,2,1,4,1,1,1,4,False,True,True,True,True,17331,55215,128740,
MacroATLAS,tiny_01878,global_prop,macro,SAT,MIN_EXPANDED_SIZE,0,4,PASSED,0.9150500579999061,4,1,2,2,1,4,1,1,1,4,False,True,True,True,True,6887,16121,124692,
Oracle,tiny_01879,repair,oracle,UNSAT,REPAIR,0,0,REFERENCE_EXHAUSTIVE,0.21401096699992195,2,0,1,2,1,,,,,,,,,,,,,45052,
ATLAS-B,tiny_01879,repair,atlas-b,UNSAT,REPAIR,0,0,NOT_APPLICABLE_UNSAT,0.915192100999775,2,0,1,2,1,,,,,,,,,,,6759,20719,125088,
MacroATLAS,tiny_01879,repair,macro,UNSAT,REPAIR,0,0,NOT_APPLICABLE_UNSAT,0.8650886200002788,2,0,1,2,1,,0,,,,,,,,,1191,2066,120224,
Oracle,tiny_01880,plain,oracle,SAT,MIN_EXPANDED_SIZE,0,3,REFERENCE_EXHAUSTIVE,0.21414892100028737,3,1,2,1,2,,,,,,,,,,,,,46536,
ATLAS-B,tiny_01880,plain,atlas-b,SAT,MIN_EXPANDED_SIZE,0,3,PASSED,0.8151034509996862,3,1,2,1,2,3,1,0,0,3,False,True,True,True,True,12707,40524,113256,
MacroATLAS,tiny_01880,plain,macro,SAT,MIN_EXPANDED_SIZE,0,3,PASSED,0.7648170150000624,3,1,2,1,2,3,1,0,0,3,False,True,True,True,True,2616,5312,100088,
Oracle,tiny_01881,nnf,oracle,SAT,MIN_EXPANDED_SIZE,0,3,REFERENCE_EXHAUSTIVE,0.21396574600021268,3,1,2,1,2,,,,,,,,,,,,,47204,
ATLAS-B,tiny_01881,nnf,atlas-b,SAT,MIN_EXPANDED_SIZE,0,3,PASSED,0.9150518579999698,3,1,2,1,2,3,1,0,0,3,False,True,True,True,True,12714,40544,117440,
MacroATLAS,tiny_01881,nnf,macro,SAT,MIN_EXPANDED_SIZE,0,3,PASSED,0.8649547659997552,3,1,2,1,2,3,1,0,0,3,False,True,True,True,True,4466,10083,120764,
Oracle,tiny_01882,cnf,oracle,UNSAT,MIN_EXPANDED_SIZE,0,0,REFERENCE_EXHAUSTIVE,0.21412276099999872,2,0,1,2,1,,,,,,,,,,,,,44692,
ATLAS-B,tiny_01882,cnf,atlas-b,UNSAT,MIN_EXPANDED_SIZE,0,0,NOT_APPLICABLE_UNSAT,0.7649573280000368,2,0,1,2,1,,,,,,,,,,,5961,18146,100676,
MacroATLAS,tiny_01882,cnf,macro,UNSAT,MIN_EXPANDED_SIZE,0,0,NOT_APPLICABLE_UNSAT,0.8151590419997774,2,0,1,2,1,,0,,,,,,,,,3022,6688,108924,
Oracle,tiny_01883,dnf,oracle,UNSAT,MIN_EXPANDED_SIZE,0,0,REFERENCE_EXHAUSTIVE,0.21415391100026682,2,0,1,2,1,,,,,,,,,,,,,44784,
ATLAS-B,tiny_01883,dnf,atlas-b,UNSAT,MIN_EXPANDED_SIZE,0,0,NOT_APPLICABLE_UNSAT,0.7647830140003862,2,0,1,2,1,,,,,,,,,,,8133,25636,106656,
MacroATLAS,tiny_01883,dnf,macro,UNSAT,MIN_EXPANDED_SIZE,0,0,NOT_APPLICABLE_UNSAT,0.7649461480000355,2,0,1,2,1,,0,,,,,,,,,3022,6688,106324,
Oracle,tiny_01884,required,oracle,SAT,MIN_EXPANDED_SIZE,0,3,REFERENCE_EXHAUSTIVE,0.21413536099998964,3,1,2,1,2,,,,,,,,,,,,,46828,
ATLAS-B,tiny_01884,required,atlas-b,SAT,MIN_EXPANDED_SIZE,0,3,PASSED,0.8150553390000823,3,1,2,1,2,3,1,0,0,3,False,True,True,True,True,9623,29927,106240,
MacroATLAS,tiny_01884,required,macro,SAT,MIN_EXPANDED_SIZE,0,3,PASSED,0.815053220000209,3,1,2,1,2,3,1,0,0,3,False,True,True,True,True,3248,6867,105180,
Oracle,tiny_01885,no_dag_reuse,oracle,SAT,MIN_EXPANDED_SIZE,0,3,REFERENCE_EXHAUSTIVE,0.21407107899995026,3,1,2,1,2,,,,,,,,,,,,,47588,
ATLAS-B,tiny_01885,no_dag_reuse,atlas-b,SAT,MIN_EXPANDED_SIZE,0,3,PASSED,0.8649509560000297,3,1,2,1,2,3,1,0,0,3,False,True,True,True,True,12757,40603,108940,
MacroATLAS,tiny_01885,no_dag_reuse,macro,SAT,MIN_EXPANDED_SIZE,0,3,PASSED,0.7147777350000979,3,1,2,1,2,3,1,0,0,3,False,True,True,True,True,2914,5792,101556,
Oracle,tiny_01886,global_prop,oracle,UNSAT,MIN_EXPANDED_SIZE,0,0,REFERENCE_EXHAUSTIVE,0.21404245799976707,2,0,1,2,1,,,,,,,,,,,,,45140,
ATLAS-B,tiny_01886,global_prop,atlas-b,UNSAT,MIN_EXPANDED_SIZE,0,0,NOT_APPLICABLE_UNSAT,0.6646431730000586,2,0,1,2,1,,,,,,,,,,,1144,2553,93048,
MacroATLAS,tiny_01886,global_prop,macro,UNSAT,MIN_EXPANDED_SIZE,0,0,NOT_APPLICABLE_UNSAT,0.764782883999942,2,0,1,2,1,,0,,,,,,,,,2604,5442,107724,
Oracle,tiny_01887,repair,oracle,SAT,REPAIR,1,2,REFERENCE_EXHAUSTIVE,0.21418618100005915,3,0,1,1,1,,,,,,,,,,,,,45468,
ATLAS-B,tiny_01887,repair,atlas-b,SAT,REPAIR,1,2,PASSED,0.8149642270000186,3,0,1,1,1,2,0,1,1,2,False,True,True,True,True,6893,20787,104748,
MacroATLAS,tiny_01887,repair,macro,SAT,REPAIR,1,2,PASSED,0.7147645250001915,3,0,1,1,1,2,0,1,1,2,False,True,True,True,True,2316,4422,100804,
Oracle,tiny_01888,plain,oracle,SAT,MIN_EXPANDED_SIZE,0,3,REFERENCE_EXHAUSTIVE,0.21405085800006418,3,1,2,2,1,,,,,,,,,,,,,46556,
ATLAS-B,tiny_01888,plain,atlas-b,SAT,MIN_EXPANDED_SIZE,0,3,PASSED,0.9151786500001435,3,1,2,2,1,3,1,0,0,3,False,True,True,True,True,16506,53765,123760,
MacroATLAS,tiny_01888,plain,macro,SAT,MIN_EXPANDED_SIZE,0,3,PASSED,0.7648313649997363,3,1,2,2,1,3,1,0,0,3,False,True,True,True,True,2616,5312,97916,
Oracle,tiny_01889,nnf,oracle,SAT,MIN_EXPANDED_SIZE,0,3,REFERENCE_EXHAUSTIVE,0.21409624999978405,3,1,2,2,1,,,,,,,,,,,,,47164,
ATLAS-B,tiny_01889,nnf,atlas-b,SAT,MIN_EXPANDED_SIZE,0,3,PASSED,0.8150120789996436,3,1,2,2,1,3,1,0,0,3,False,True,True,True,True,7129,21461,105284,
MacroATLAS,tiny_01889,nnf,macro,SAT,MIN_EXPANDED_SIZE,0,3,PASSED,0.8149109969999699,3,1,2,2,1,3,1,0,0,3,False,True,True,True,True,4466,10083,111024,
Oracle,tiny_01890,cnf,oracle,SAT,MIN_EXPANDED_SIZE,0,1,REFERENCE_EXHAUSTIVE,0.21406820799984416,2,0,1,1,1,,,,,,,,,,,,,45264,
ATLAS-B,tiny_01890,cnf,atlas-b,SAT,MIN_EXPANDED_SIZE,0,1,PASSED,0.7649008970001887,2,0,1,1,1,1,0,0,0,1,False,True,True,True,True,5547,17342,103040,
MacroATLAS,tiny_01890,cnf,macro,SAT,MIN_EXPANDED_SIZE,0,1,PASSED,0.7648335949998,2,0,1,1,1,1,0,0,0,1,False,True,True,True,True,888,1673,100336,
Oracle,tiny_01891,dnf,oracle,SAT,MIN_EXPANDED_SIZE,0,1,REFERENCE_EXHAUSTIVE,0.21416742100018382,2,0,1,1,1,,,,,,,,,,,,,44216,
ATLAS-B,tiny_01891,dnf,atlas-b,SAT,MIN_EXPANDED_SIZE,0,1,PASSED,0.7650523299998895,2,0,1,1,1,1,0,0,0,1,False,True,True,True,True,5547,17342,102872,
MacroATLAS,tiny_01891,dnf,macro,SAT,MIN_EXPANDED_SIZE,0,1,PASSED,0.7147610140000324,2,0,1,1,1,1,0,0,0,1,False,True,True,True,True,888,1673,100392,
Oracle,tiny_01892,required,oracle,SAT,MIN_EXPANDED_SIZE,0,3,REFERENCE_EXHAUSTIVE,0.2141468109998641,3,1,2,2,1,,,,,,,,,,,,,46884,
ATLAS-B,tiny_01892,required,atlas-b,SAT,MIN_EXPANDED_SIZE,0,3,PASSED,0.8649690759998521,3,1,2,2,1,3,1,0,0,3,False,True,True,True,True,12707,40524,116156,
MacroATLAS,tiny_01892,required,macro,SAT,MIN_EXPANDED_SIZE,0,3,PASSED,0.7648821459997635,3,1,2,2,1,3,1,0,0,3,False,True,True,True,True,3248,6867,103124,
Oracle,tiny_01893,no_dag_reuse,oracle,SAT,MIN_EXPANDED_SIZE,0,3,REFERENCE_EXHAUSTIVE,0.21404569800006357,3,1,2,2,1,,,,,,,,,,,,,46872,
ATLAS-B,tiny_01893,no_dag_reuse,atlas-b,SAT,MIN_EXPANDED_SIZE,0,3,PASSED,0.8650902090003001,3,1,2,2,1,3,1,0,0,3,False,True,True,True,True,9670,29984,109452,
MacroATLAS,tiny_01893,no_dag_reuse,macro,SAT,MIN_EXPANDED_SIZE,0,3,PASSED,0.7148717569998553,3,1,2,2,1,3,1,0,0,3,False,True,True,True,True,2914,5792,96276,
Oracle,tiny_01894,global_prop,oracle,SAT,MIN_EXPANDED_SIZE,0,2,REFERENCE_EXHAUSTIVE,0.16410064100000454,3,0,1,1,1,,,,,,,,,,,,,45144,
ATLAS-B,tiny_01894,global_prop,atlas-b,SAT,MIN_EXPANDED_SIZE,0,2,PASSED,0.7648134050000408,3,0,1,1,1,2,0,1,1,2,False,True,True,True,True,4365,12632,105536,
MacroATLAS,tiny_01894,global_prop,macro,SAT,MIN_EXPANDED_SIZE,0,2,PASSED,0.8150135880000562,3,0,1,1,1,2,0,1,1,2,False,True,True,True,True,2405,5126,112364,
